"Pill_id","name","logo","image","image_back","break_notch","color","weight","diameter","thickness","place","date","more_infos"
"104","Ferrari","Ferrari","http://vied12.github.io/pillen/static/pillen/bild1-06afyr.jpg","http://vied12.github.io/pillen/static/pillen/bild2-HhgfaM.jpg","True","#4f7378,#42727e","244,6 mg","9,1 mm","3,5 mm","Zürich","2013/10/25",""
"105","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-F5PWSU.jpg","http://vied12.github.io/pillen/static/pillen/bild2-edU5Eh.jpg","True","#6c9fa4,#3f8894","354,6 mg","10,1 mm","3,4 mm","Zürich","2013/10/18",""
"106","Super Mushroom","Fliegenpilz","http://vied12.github.io/pillen/static/pillen/bild1-C0Swci.jpg","http://vied12.github.io/pillen/static/pillen/bild2-UM5PhW.jpg","True","#e55e63,#dd595b","298,6","9,1 mm","4,7 mm","Zürich","2013/10/11",""
"107","Stern","Stern","http://vied12.github.io/pillen/static/pillen/bild1-v07JgD.jpg","http://vied12.github.io/pillen/static/pillen/bild2-K8AkfD.jpg","True","#91554a,#994c42","320,8 mg","8,6 mm","3,9 mm","Zürich","2013/10/04",""
"108","Wolke","Wolke","http://vied12.github.io/pillen/static/pillen/bild1-303xfZ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-mE8Ng1.jpg","True","#506780,#6e8bab","273,6 mg","8,1 mm","4,3 mm","Zürich","2013/10/04",""
"109","No Name","Kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-l4ys1g.jpg","http://vied12.github.io/pillen/static/pillen/bild2-XIA3d5.jpg","True","#947178,#b19096","312,3 mg","8,3 mm","5,7 mm","Zürich","2013/10/04",""
"110","Swastika","Swastika","http://vied12.github.io/pillen/static/pillen/bild1-OfbYhn.jpg","http://vied12.github.io/pillen/static/pillen/bild2-MN1YUc.jpg","False","#6a4035,#553025","290,5 mg","8,1 mm","4,5 mm","Zürich","2013/10/04",""
"111","Pac-Man Geist","Pac-Man Geist","http://vied12.github.io/pillen/static/pillen/bild1-ZCWyPa.jpg","http://vied12.github.io/pillen/static/pillen/bild2-qsPgmt.jpg","True","#2f3843,#708aa2","358,3 mg","8,4 mm","4,8 mm","Zürich","2013/10/04",""
"112","Y","Y","http://vied12.github.io/pillen/static/pillen/bild1-pBt8pU.jpg","http://vied12.github.io/pillen/static/pillen/bild2-wejBRP.jpg","True","#2c2436,#443454","264,6 mg","7,1 mm","5,6 mm","Zürich","2013/10/04",""
"113","Bullet Bill","Bullet Bill","http://vied12.github.io/pillen/static/pillen/bild1-lIdrNN.jpg","http://vied12.github.io/pillen/static/pillen/bild2-eoPaOx.jpg","False","#eea515,#d79513","397,3 mg","9,1 mm","5,2 mm","Zürich","2013/09/27",""
"114","Mc Donald","Mc Donald","http://vied12.github.io/pillen/static/pillen/bild1-qC3Xpx.jpg","http://vied12.github.io/pillen/static/pillen/bild2-rQsJwa.jpg","True","#c29105,#d7ab12","215,8 mg","8,2 mm","4,1 mm","Zürich","2013/09/20",""
"115","No Name","No Name","http://vied12.github.io/pillen/static/pillen/bild1-1HGoLt.jpg","http://vied12.github.io/pillen/static/pillen/bild2-gKRulP.jpg","False","#944740,#94473f","302,4 mg","8,3 mm","5,2 mm","Zürich","2013/09/13",""
"116","Totenkopf","Totenkopf","http://vied12.github.io/pillen/static/pillen/bild1-ceFvc3.jpg","http://vied12.github.io/pillen/static/pillen/bild2-5otbvL.jpg","True","#b46a65,#bd716c","239,4 mg","8,1 mm","4,5 mm","Zürich","2013/09/13",""
"117","Minimal Sound","Minimal Sound","http://vied12.github.io/pillen/static/pillen/bild1-EhPiG8.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ccbU5u.jpg","False","#c7c895,#b3b47d","249,5 mg","8,2 mm","4,7 mm","Zürich","2013/09/06",""
"118","CK","CK","http://vied12.github.io/pillen/static/pillen/bild1-MMlsyP.jpg","http://vied12.github.io/pillen/static/pillen/bild2-Efyxmm.jpg","True","#9fa895,#a1a993","256,1 mg","8,1 mm","3,9 mm","Zürich","2013/08/30",""
"119","Bombe","Bombe","http://vied12.github.io/pillen/static/pillen/bild1-bJVPaC.jpg","http://vied12.github.io/pillen/static/pillen/bild2-yk01pL.jpg","False","#5f817f,#496c68","269,4 mg","8,1 mm","5,2 mm","Zürich","2013/08/23",""
"120","Smiley","Smiley","http://vied12.github.io/pillen/static/pillen/bild1-WK3ros.jpg","http://vied12.github.io/pillen/static/pillen/bild2-r4r5VE.jpg","False","#a1c1bb,#9bbeb8","258,4 mg","8,1 mm","5,0 mm","Zürich","2013/08/23",""
"121","Stern","Stern","http://vied12.github.io/pillen/static/pillen/bild1-uJXhsb.jpg","http://vied12.github.io/pillen/static/pillen/bild2-1RFK2t.jpg","True","#c4c09d,#beba93","299,83 mg","9,09 mm","5,27 mm","Zürich","2013/08/16",""
"122","Mc Donalds","Mc Donalds","http://vied12.github.io/pillen/static/pillen/bild1-bZ4IjS.jpg","http://vied12.github.io/pillen/static/pillen/bild2-qNR4E3.jpg","True","#c5756c,#9f4840","247,7 mg","7,1 mm","5,4 mm","Zürich","2013/08/16",""
"123","No Name","No Name","http://vied12.github.io/pillen/static/pillen/bild1-hIFkGn.jpg","http://vied12.github.io/pillen/static/pillen/bild2-TasGMU.jpg","False","#b58175,#b28579","343,1 mg","8,5 mm","5,4 mm","Zürich","2013/08/06",""
"124","Kleeblatt","Kleeblatt","http://vied12.github.io/pillen/static/pillen/bild1-s4fLkS.jpg","http://vied12.github.io/pillen/static/pillen/bild2-nGJVHm.jpg","True","#b9bda6,#b9bfa9","539,8 mg","10,6 mm","7,4 mm","Zürich","2013/07/26",""
"125","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-WwR0sF.jpg","http://vied12.github.io/pillen/static/pillen/bild2-RGNWi3.jpg","True","#d5d7c5,#858a74","278,6 mg","8,2 mm","4,8 mm","Zürich","2013/07/19",""
"126","Power Button/ Dance","Power Button/ Dance","http://vied12.github.io/pillen/static/pillen/bild1-U9m53w.jpg","","True","#67b0bf","251,8 mg","8,1 mm","3,9 mm","Zürich","2013/07/18",""
"127","Stern","Stern","http://vied12.github.io/pillen/static/pillen/bild1-Ow9COp.jpg","http://vied12.github.io/pillen/static/pillen/bild2-SGFb2g.jpg","False","#3d7266,#2e7464","367,1 mg","10,2 mm","3,8 mm","Zürich","2013/07/12",""
"128","Totenkopf","Totenkopf","http://vied12.github.io/pillen/static/pillen/bild1-ltNgjP.jpg","http://vied12.github.io/pillen/static/pillen/bild2-5kpo8H.jpg","True","#b34b52,#b64c53","252,3 mg","8,1 mm","4,5 mm","Zürich","2013/06/21",""
"129","Android","Android","http://vied12.github.io/pillen/static/pillen/bild1-aRQasb.jpg","http://vied12.github.io/pillen/static/pillen/bild2-FULQW9.jpg","False","#50904e,#68aa69","405,5 mg","9,1 mm","5,2 mm","Zürich","2013/06/21",""
"130","Lacoste","Krokodil","http://vied12.github.io/pillen/static/pillen/bild1-jQfVKx.jpg","","False","#549b82","293,6 mg","8,1 mm","4,7 mm","Zürich","2013/06/14",""
"131","Armani","Armani","http://vied12.github.io/pillen/static/pillen/bild1-O0fu8r.jpg","http://vied12.github.io/pillen/static/pillen/bild2-r59vXM.jpg","True","#418495,#83bfc0","265,98 mg","8,4 mm","4,6 mm","Zürich","2013/06/14",""
"132","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-Ojwf9C.jpg","http://vied12.github.io/pillen/static/pillen/bild2-08VLA9.jpg","True","#789378,#80997d","265,4 mg","9,3 mm","3,6 mm","Zürich","2013/06/07",""
"133","Rombus","Rombus","http://vied12.github.io/pillen/static/pillen/bild1-x2lW3r.jpg","http://vied12.github.io/pillen/static/pillen/bild2-CvmNjZ.jpg","True","#58938c,#267372","161,0 mg","8,1 mm","3,0 mm","Zürich","2013/05/31",""
"134","Bart Simpson","Bart Simpson","http://vied12.github.io/pillen/static/pillen/bild1-ubIGux.jpg","http://vied12.github.io/pillen/static/pillen/bild2-yl2yTb.jpg","True","#bab345,#3f4115","191,6 mg","10,0 mm","5,6 mm","Zürich","2013/05/17",""
"135","Playboy Bunny","Playboy Bunny","http://vied12.github.io/pillen/static/pillen/bild1-Q8tNIu.jpg","http://vied12.github.io/pillen/static/pillen/bild2-mK1Dxm.jpg","False","#377898,#2a596a","320,8 mg","8,0 mm","4,8 mm","Zürich","2013/05/17",""
"136","Stern","Stern","http://vied12.github.io/pillen/static/pillen/bild1-MoL8RJ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-vBM0yZ.jpg","False","#aea19b,#9a8d86","306,5 mg","8,1 mm","5,8 mm","Zürich","2013/05/17",""
"137","Zwillinge","Zwillinge","http://vied12.github.io/pillen/static/pillen/bild1-xPZswH.jpg","http://vied12.github.io/pillen/static/pillen/bild2-BVu0MR.jpg","False","#845562,#ab7989","392,3 mg","9,1 mm","5,2 mm","Zürich","2013/05/17",""
"138","Drachen","Drachen","http://vied12.github.io/pillen/static/pillen/bild1-BePuNL.jpg","http://vied12.github.io/pillen/static/pillen/bild2-CWyNjR.jpg","False","#702a1d,#a55344","370,5 mg","9,1 mm","5,2 mm","Zürich","2013/05/03",""
"139","Apfel","Apfel","http://vied12.github.io/pillen/static/pillen/bild1-Wwzw7U.jpg","http://vied12.github.io/pillen/static/pillen/bild2-56nPzj.jpg","True","#7c4c3f,#976456","316,2 mg","8,2 mm","5,9 mm","Zürich","2013/05/03",""
"140","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-6uxOvu.jpg","http://vied12.github.io/pillen/static/pillen/bild2-9QQ8iV.jpg","True","#9ba1a0,#6e7375","277,1 mg","7,0 mm","6,0 mm","Zürich","2013/04/26",""
"141","Herz","Herz","http://vied12.github.io/pillen/static/pillen/bild1-ktMDfO.jpg","http://vied12.github.io/pillen/static/pillen/bild2-DpHnqD.jpg","True","#337070,#45817e","372,1 mg","9,3 mm","4,4 mm","Zürich","2013/04/19",""
"142","No Name","Kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-1d62ij.jpg","http://vied12.github.io/pillen/static/pillen/bild2-761zXk.jpg","True","#396a6f,#4d848b","357,6 mg","8,0 mm","5,5 mm","Zürich","2013/04/05",""
"143","No Name","Kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-XWM13y.jpg","http://vied12.github.io/pillen/static/pillen/bild2-6lRlQ8.jpg","False","#8b5d4c,#b48c7f","325,51 mg","8,0 mm","5,0 mm","Zürich","2013/03/22",""
"144","Armani","Armani","http://vied12.github.io/pillen/static/pillen/bild1-WLDdtt.jpg","http://vied12.github.io/pillen/static/pillen/bild2-wsJENw.jpg","False","#748c90,#275055","265,5 mg","8,29 mm","4,43 mm","Bern","2013/03/01",""
"145","Toyota","Toyota","http://vied12.github.io/pillen/static/pillen/bild1-9f2yUF.jpg","http://vied12.github.io/pillen/static/pillen/bild2-Nbp2Hl.jpg","True","#304845,#3f5c58","322,0 mg","8,6 mm","3,6 mm","Zürich","2013/02/22",""
"146","No Name","kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-lw4qw5.jpg","http://vied12.github.io/pillen/static/pillen/bild2-NCSEVN.jpg","True","#6c7174,#6f7476","270,5 mg","7,1 mm","6,3 mm","Zürich","2013/02/22",""
"147","OXA","OXA","http://vied12.github.io/pillen/static/pillen/bild1-TTHif7.jpg","http://vied12.github.io/pillen/static/pillen/bild2-EbJBAs.jpg","True","#b09073,#aa8a6e","525,7 mg","12,2 mm","4,1 mm","Zürich","2013/02/21",""
"148","Handgranate","Handgranate","http://vied12.github.io/pillen/static/pillen/bild1-tSlOFM.jpg","http://vied12.github.io/pillen/static/pillen/bild2-2gf5DN.jpg","True","#57af59,#28802f","286,9","8,1 mm","4,6 mm","Zürich","2013/02/16",""
"149","Toyota","Toyota","http://vied12.github.io/pillen/static/pillen/bild1-zDOrgV.jpg","http://vied12.github.io/pillen/static/pillen/bild2-yIoVMe.jpg","True","#6c8580,#374f4b","315,5 mg","8,6 mm","3,5 mm","Zürich","2013/02/15",""
"150","Logo nicht erkennbar","Logo nicht erkennbar","http://vied12.github.io/pillen/static/pillen/bild1-5xDiNf.jpg","","False","#dbd5bb","unbekannt","6,8 mm","3,7 mm","Wien","2013/02/08",""
"151","Smily (am Bild schwer zu erkennen)","Smily","http://vied12.github.io/pillen/static/pillen/bild1-SER4tI.jpg","","False","#d3c4a9","unbekannt","5,6 mm","ca. 5 mm","Wien","2013/02/08",""
"152","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-Sel578.jpg","http://vied12.github.io/pillen/static/pillen/bild2-C8tG1O.jpg","True","#a23b30,#a33b31","unbekannt","8,4 mm","4,6 mm","Wien","2013/02/08",""
"153","Partyflock","Partyflock","http://vied12.github.io/pillen/static/pillen/bild1-yGyhSL.jpg","","False","#98626f","unbekannt","9,2 mm","5,1 mm","Wien, Berlin","2013/02/08",""
"154","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-v9ojlE.jpg","http://vied12.github.io/pillen/static/pillen/bild2-qKGDfM.jpg","True","#808686,#555a5f","272,3 mg","7,0 mm","6,1 mm","Zürich","2013/01/25",""
"155","Nintendo","Nintendo","http://vied12.github.io/pillen/static/pillen/bild1-Mfh8mK.jpg","http://vied12.github.io/pillen/static/pillen/bild2-2bOAgz.jpg","False","#9aa085,#c0c5ad","365,5 mg","14,1 x 5,1 mm","3,9 mm","Zürich","2012/12/22",""
"156","Kreuz (Kartensymbol)","Kreuz","http://vied12.github.io/pillen/static/pillen/bild1-QHxoY2.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ebylAe.jpg","False","#ac9e95,#55483c","269,52 mg","8,0 mm","4,0 mm","Zürich","2012/12/11",""
"157","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-1HkmVl.jpg","http://vied12.github.io/pillen/static/pillen/bild2-lMgMfb.jpg","True","#516952,#6f9174","264,55 mg","9,0 mm","3,0 mm","Zürich","2012/12/11",""
"158","Kein Logo","Kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-lMbFUI.jpg","http://vied12.github.io/pillen/static/pillen/bild2-LxA0Eb.jpg","True","#6d7270,#7a807f","288,6 mg","7,0 mm","6,0 mm","Zürich","2012/12/11",""
"159","Omega","Omega","http://vied12.github.io/pillen/static/pillen/bild1-ysznA7.jpg","http://vied12.github.io/pillen/static/pillen/bild2-apS6ts.jpg","False","#d6b7ac,#86574d","265,9 mg","8,19 mm","4,11 mm","Bern","2012/11/22",""
"160","Pac-Man Geist","Pac-Man Geist","http://vied12.github.io/pillen/static/pillen/bild1-mBRekX.jpg","","False","#078492","252,8 mg","8,94 mm","4,73 mm","Bern","2012/11/21",""
"161","Rolex","Rolex","http://vied12.github.io/pillen/static/pillen/bild1-c7OyS4.jpg","","True","#2e712b","280,1 mg","8,08 mm","4,12 mm","Bern","2012/11/21",""
"162","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-zoyinb.jpg","","True","#60a4a6","436,3 mg","9,14 mm","5,01 mm","Bern","2012/11/21",""
"163","Sonic","Sonic","http://vied12.github.io/pillen/static/pillen/bild1-dkprgQ.jpg","","False","#7f8da5","240,1 mg","8,16 mm","3,96 mm","Bern","2012/11/21",""
"164","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-2xTnat.jpg","","False","#d1cdc6","300,5 mg","9,07 mm","3,70 mm","Bern","2012/11/21",""
"165","X","X","http://vied12.github.io/pillen/static/pillen/bild1-a4Wz4q.jpg","","True","#b76a6f","360,0 mg","10,14 mm","3,99 mm","Bern","2012/11/21",""
"166","Diamant","Diamant","http://vied12.github.io/pillen/static/pillen/bild1-Oja0ZV.jpg","","True","#728699","253,3 mg","8,15 mm","5,55 mm","Bern","2012/11/21",""
"167","Micky Maus","Micky Maus","http://vied12.github.io/pillen/static/pillen/bild1-vUyxzD.jpg","http://vied12.github.io/pillen/static/pillen/bild2-SgmXDJ.jpg","False","#977611,#b59632","133,0 mg","7,1 mm","3,2 mm","Zürich","2012/11/09",""
"168","Ferrari","Ferrari","http://vied12.github.io/pillen/static/pillen/bild1-eCI2fU.jpg","http://vied12.github.io/pillen/static/pillen/bild2-hSnyoq.jpg","False","#584217,#7e4f05","420,7 mg","Breite 10,4 mm, Länge 12,2 mm","4,9 mm","Zürich","2012/11/04",""
"169","Fliegenpilz","Fliegenpilz","http://vied12.github.io/pillen/static/pillen/bild1-3Os3GV.jpg","http://vied12.github.io/pillen/static/pillen/bild2-WZCBnE.jpg","False","#9b7c21,#623b06","140,9 mg","7,1 mm","3,4 mm","Zürich","2012/10/19",""
"170","WY","WY","http://vied12.github.io/pillen/static/pillen/bild1-8E3VkR.jpg","http://vied12.github.io/pillen/static/pillen/bild2-5o3uzq.jpg","True","#8fa05b,#d9e5b9","119,9 mg","6,1 mm","5,3 mm","Zürich","2012/10/10",""
"171","Diamant","Diamant","http://vied12.github.io/pillen/static/pillen/bild1-KaHy1e.jpg","http://vied12.github.io/pillen/static/pillen/bild2-T6YxYb.jpg","True","#6e7c81,#668493","262,9 mg","8,2 mm","5,7 mm","Zürich","2012/08/31",""
"172","Unbekannt","siehe Bild","http://vied12.github.io/pillen/static/pillen/bild1-N3sFQB.jpg","","True","#f6c45a","unbekannt","8,3 mm","4,5 mm","Wien, Berlin","2012/08/25",""
"173","Dreieck","Dreieck","http://vied12.github.io/pillen/static/pillen/bild1-DElwmH.jpg","http://vied12.github.io/pillen/static/pillen/bild2-YcB1UI.jpg","True","#a84e52,#a1484c","258,6 mg","8,4 mm","4,3 mm","Zürich","2012/08/17",""
"174","Puma","Puma","http://vied12.github.io/pillen/static/pillen/bild1-u0Y2mN.jpg","http://vied12.github.io/pillen/static/pillen/bild2-7slBqV.jpg","False","#984966,#601c34","295,2 mg","10,1 mm","3,1 mm","Zürich","2012/08/17",""
"175","Rolex","Rolex","http://vied12.github.io/pillen/static/pillen/bild1-GxBf7d.jpg","http://vied12.github.io/pillen/static/pillen/bild2-XSgULu.jpg","False","#929a64,#b8c18c","147,3 mg","8,1 mm","2,4 mm","Zürich","2012/08/10",""
"176","No. 1","No. 1","http://vied12.github.io/pillen/static/pillen/bild1-ugy7KE.jpg","http://vied12.github.io/pillen/static/pillen/bild2-1CgMAh.jpg","True","#9ba395,#586458","330,0 mg","8,6 mm","4,3 mm","Zürich","2012/08/03",""
"177","Audi","Audi-Logo","http://vied12.github.io/pillen/static/pillen/bild1-q9culS.jpg","http://vied12.github.io/pillen/static/pillen/bild2-o8EPEY.jpg","False","#becbc5,#8fa39d","340,2 mg","8,2 mm","6,0 mm","Zürich","2012/07/27",""
"178","Kein Logo","Kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-UDngOm.jpg","http://vied12.github.io/pillen/static/pillen/bild2-4wSYKQ.jpg","True","#a2ada1,#b8c0b4","238,3 mg","8,2 mg","4,3 mg","Zürich","2012/07/13",""
"179","Kein Logo","Kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-7r5Nn4.jpg","http://vied12.github.io/pillen/static/pillen/bild2-IH6oLE.jpg","False","#cccac5,#e1ded8","183,5 mg","9,1 mm","2,3 mm","Zürich","2012/07/13",""
"180","Noname","Noname","http://vied12.github.io/pillen/static/pillen/bild1-sdDcyv.jpg","http://vied12.github.io/pillen/static/pillen/bild2-3YMn1M.jpg","False","#afaba7,#666254","311,9 mg","9,1 mm","3,9 mm","Zürich","2012/06/29",""
"181","Rössli (Pferd)","Rössli (Pferd)","http://vied12.github.io/pillen/static/pillen/bild1-sVKArb.jpg","http://vied12.github.io/pillen/static/pillen/bild2-c1Wj08.jpg","True","#e6dca5,#b5a93f","226,5 mg","8,1 mm","3,8 mm","Zürich","2012/06/29",""
"182","Louis Vuitton LV","Louis Vuitton LV","http://vied12.github.io/pillen/static/pillen/bild1-G1uYMc.jpg","http://vied12.github.io/pillen/static/pillen/bild2-J8Lr5t.jpg","False","#e298ae,#c04b74","318,1 mg","8,4 mm","5,2 mm","Zürich","2012/06/22",""
"183","Euro","Euro","http://vied12.github.io/pillen/static/pillen/bild1-4UHEcf.jpg","http://vied12.github.io/pillen/static/pillen/bild2-zDU2jT.jpg","True","#b9b5ae,#b1aba0","333,7 mg","8,1 mm","5,1 mm","Zürich","2012/06/22",""
"184","LOVE","LOVE","http://vied12.github.io/pillen/static/pillen/bild1-YpwkrL.jpg","http://vied12.github.io/pillen/static/pillen/bild2-SsMqhC.jpg","True","#b27187,#774458","276,8 mg","8,1 x 8,3 mm","5,3 mm","Zürich","2012/06/15",""
"185","MC Donalds","MC Donalds","http://vied12.github.io/pillen/static/pillen/bild1-RKxgxo.jpg","","False","#463029","","","","Wien, Berlin","2012/06/11",""
"186","Lacoste","Lacoste","http://vied12.github.io/pillen/static/pillen/bild1-id4eiQ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-3X3D5Y.jpg","True","#7f7f76,#b4b3ae","254,5 mg","8,1 mm","4,6 mm","Zürich","2012/06/08",""
"187","Mercedes","Mercedes","http://vied12.github.io/pillen/static/pillen/bild1-nozO6s.jpg","http://vied12.github.io/pillen/static/pillen/bild2-WCgn2q.jpg","True","#807973,#78716a","289,2 mg","9,4 mm","3,4 mm","Zürich","2012/06/08",""
"188","No. 1","No. 1","http://vied12.github.io/pillen/static/pillen/bild1-75kT71.jpg","http://vied12.github.io/pillen/static/pillen/bild2-wDFOTW.jpg","True","#a2a269,#a19f57","310,98 mg","8,6 mm","3,7 mm","Zürich","2012/06/07",""
"189","Unbekannt (vermutlich Lacoste)","Unbekannt (vermutlich Lacoste)","http://vied12.github.io/pillen/static/pillen/bild1-qHjVfh.jpg","http://vied12.github.io/pillen/static/pillen/bild2-kqKHBE.jpg","False","#9bcfca,#18473d","288,2 mg","8,1 mm","4,6 mm","Zürich","2012/05/27",""
"190","Kreuz","Kreuz","http://vied12.github.io/pillen/static/pillen/bild1-oXyTnQ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-NOjnIP.jpg","True","#5b4f49,#887975","310,2 mg","9,1 mm","3,9 mm","Zürich","2012/05/27",""
"191","Kreuz","Kreuz","http://vied12.github.io/pillen/static/pillen/bild1-Te4u6T.jpg","http://vied12.github.io/pillen/static/pillen/bild2-8I20fU.jpg","True","#cfae93,#937d6c","294,12 mg","9,02 mm","3,82 mm","Zürich","2012/05/27",""
"192","Lacoste","Krokodil","http://vied12.github.io/pillen/static/pillen/bild1-NLOybj.jpg","http://vied12.github.io/pillen/static/pillen/bild2-SM7Zhd.jpg","False","#4b8a7e,#73ada3","297,5 mg","8,1 mm","4,7 mm","Zürich","2012/05/11",""
"193","Apple","Apple (gewölbte Rückseite)","http://vied12.github.io/pillen/static/pillen/bild1-hF1x05.jpg","http://vied12.github.io/pillen/static/pillen/bild2-5J56b4.jpg","True","#97a9b7,#91a8b5","268,1 mg","8,1 mm","4,8 mm","Zürich","2012/05/11",""
"194","Audi","Audi-Logo","http://vied12.github.io/pillen/static/pillen/bild1-rU29Op.jpg","http://vied12.github.io/pillen/static/pillen/bild2-OVxKli.jpg","False","#b7d9d6,#78bcbd","302,4 mg","8,3 mm","4,7 mm","Zürich","2012/04/21",""
"195","Apple","Apple (gewölbte Rückseite)","http://vied12.github.io/pillen/static/pillen/bild1-YX2aw9.jpg","http://vied12.github.io/pillen/static/pillen/bild2-pz6A7M.jpg","True","#7f8177,#8d8e88","240,4 mg","8,1 mm","4,4 mm","Zürich","2012/04/21",""
"196","Quadrat","Quadrat","http://vied12.github.io/pillen/static/pillen/bild1-SC625G.jpg","http://vied12.github.io/pillen/static/pillen/bild2-T4x9gq.jpg","True","#a0ad93,#9fad93","282,8 mg","8,1 mm","5,4 mm","Zürich","2012/04/20",""
"197","Dolce & Gabbana","DG","http://vied12.github.io/pillen/static/pillen/bild1-jYTvwx.jpg","http://vied12.github.io/pillen/static/pillen/bild2-nblbN4.jpg","True","#a38689,#795557","240,6 mg","8,3 mm","3,8 mm","Zürich","2012/04/20",""
"198","Noname","kein logo","http://vied12.github.io/pillen/static/pillen/bild1-kYt0mK.jpg","","False","#de98a5","337,3mg","8,2 mm","5,4 mm","Zürich","2012/04/03",""
"199","Pillen ohne Prägung","kein Logo","http://vied12.github.io/pillen/static/pillen/bild1-la2JaD.jpg","http://vied12.github.io/pillen/static/pillen/bild2-BhwyzQ.jpg","True","#7d3b10,#80420f","","","","Wien","2012/03/21",""
"200","Puma","Puma","http://vied12.github.io/pillen/static/pillen/bild1-QWdMTP.jpg","","False","#4b4920","","8,10 mm","4,15 mm","Wien","2012/03/03",""
"201","Stern","Stern","http://vied12.github.io/pillen/static/pillen/bild1-uLOLEZ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-DzdKwL.jpg","False","#88491d,#441a08","","8,15 mm","4,83 mm","Wien","2012/03/03",""
"202","Superman","Superman","http://vied12.github.io/pillen/static/pillen/bild1-cfSmHt.jpg","","False","#6f6758","","9,6 mm","5,6 mm","Wien","2012/03/03",""
"203","Stern","Stern","http://vied12.github.io/pillen/static/pillen/bild1-HqiNVM.jpg","","False","#740d06","","8,04 mm","4,86 mm","Wien","2012/03/03",""
"204","Kreuz","Kreuz","http://vied12.github.io/pillen/static/pillen/bild1-WVpbNZ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ENrSO5.jpg","True","#ac8b77,#9b7b68","284,6 mg","9,0 mm","4,0 mm","Zürich","2012/02/17",""
"205","Chevrolet","Chevrolet","http://vied12.github.io/pillen/static/pillen/bild1-g3BBim.jpg","http://vied12.github.io/pillen/static/pillen/bild2-9xT30U.jpg","False","#d6d0be,#f3efe4","315.2 mg","9.2 mg","3.8 mg","Zürich","2012/02/10",""
"206","MTV","MTV","http://vied12.github.io/pillen/static/pillen/bild1-yhx05j.jpg","http://vied12.github.io/pillen/static/pillen/bild2-KfWFrj.jpg","False","#f5c8db,#f3d3e4","238,7 mg","8,1 mm","4,3 mm","Zürich","2012/01/31",""
"207","Lacoste","Lacoste","http://vied12.github.io/pillen/static/pillen/bild1-Q9vgrd.jpg","http://vied12.github.io/pillen/static/pillen/bild2-8X3gU7.jpg","False","#46a66c,#35a55d","296,3 mg","8,1 mm","4,6 mm","Zürich","2012/01/31",""
"208","Herz","Herz","http://vied12.github.io/pillen/static/pillen/bild1-wbsOY5.jpg","http://vied12.github.io/pillen/static/pillen/bild2-DlMpRm.jpg","True","#dcdbd9,#b7b6b1","295,9mg","8,1 mm","4,6 mm","Zürich","2012/01/20",""
"209","D&G Dolce Gabbana","D&G Dolce Gabbana","http://vied12.github.io/pillen/static/pillen/bild1-5D7tve.jpg","http://vied12.github.io/pillen/static/pillen/bild2-4pFCzC.jpg","True","#e2abc2,#c97d9f","207,1 mg","7,1 mm","4,4 mm","Zürich","2012/01/20",""
"210","Hello Kitty","Hello Kitty","http://vied12.github.io/pillen/static/pillen/bild1-9g4Cqu.jpg","http://vied12.github.io/pillen/static/pillen/bild2-6eDE4p.jpg","True","#b1dddb,#7ea4a3","262,5 mg","8,0 mm","5,1 mm","Zürich","2012/01/20",""
"211","Kleeblatt","Kleeblatt","http://vied12.github.io/pillen/static/pillen/bild1-fh3vZ6.jpg","http://vied12.github.io/pillen/static/pillen/bild2-5SgcTK.jpg","False","#c6c7c1,#abaaa5","230,2 mg","8,2 mm","4,0 mm","Zürich","2011/12/23",""
"212","Kreuz","Kreuz","http://vied12.github.io/pillen/static/pillen/bild1-wyxWBm.jpg","http://vied12.github.io/pillen/static/pillen/bild2-aoaguJ.jpg","True","#b99585,#ac877b","283,4 mg","9,0 mm","3,9 mm","Zürich","2011/12/16",""
